Title=" Lid Driven Flow"
VARIABLES="X","Y","U","V","psi","xi"
ZONE T= "BOX", I= 51, J=51, F=POINT
0 0 0 0 -34.3717 0
0.02 0 0 0 0 0
0.04 0 0 0 0 0
0.06 0 0 0 0 -92.5913
0.08 0 0 0 0 -84.9713
0.1 0 0 0 0 -78.2462
0.12 0 0 0 0 -72.4148
0.14 0 0 0 0 -67.3473
0.16 0 0 0 0 -62.9053
0.18 0 0 0 0 -58.964
0.2 0 0 0 0 -55.4182
0.22 0 0 0 0 -52.1835
0.24 0 0 0 0 -49.1956
0.26 0 0 0 0 -46.408
0.28 0 0 0 0 -43.7891
0.3 0 0 0 0 -41.3189
0.32 0 0 0 0 -38.9857
0.34 0 0 0 0 -36.784
0.36 0 0 0 0 -34.7117
0.38 0 0 0 0 -32.7688
0.4 0 0 0 0 -30.956
0.42 0 0 0 0 -29.2737
0.44 0 0 0 0 -27.722
0.46 0 0 0 0 -26.2995
0.48 0 0 0 0 -25.0043
0.5 0 0 0 0 -23.8323
0.52 0 0 0 0 -22.7805
0.54 0 0 0 0 -21.842
0.56 0 0 0 0 -21.0141
0.58 0 0 0 0 -20.286
0.6 0 0 0 0 -19.6586
0.62 0 0 0 0 -19.1146
0.64 0 0 0 0 -18.6642
0.66 0 0 0 0 -18.2762
0.68 0 0 0 0 -17.9825
0.7 0 0 0 0 -17.7209
0.72 0 0 0 0 -17.5723
0.74 0 0 0 0 -17.4051
0.76 0 0 0 0 -17.4092
0.78 0 0 0 0 -17.2987
0.8 0 0 0 0 -17.5064
0.82 0 0 0 0 -17.4028
0.84 0 0 0 0 -17.9635
0.86 0 0 0 0 -17.7923
0.88 0 0 0 0 -19.0843
0.9 0 0 0 0 -18.7132
0.92 0 0 0 0 -21.6573
0.94 0 0 0 0 -20.7749
0.96 0 0 0 0 -27.6637
0.98 0 0 0 0 -25.2277
1 0 0 0 0 -42.8007
0 0.02 0 0 0 0
0.02 0.02 0 0 0 0
0.04 0.02 0 0 0 -0.0186393
0.06 0.02 0 0 0 -0.0623316
0.08 0.02 0 0 0 -0.110389
0.1 0.02 0 0 0 -0.149242
0.12 0.02 0 0 0 -0.172274
0.14 0.02 0 0 0 -0.177362
0.16 0.02 0 0 0 -0.164642
0.18 0.02 0 0 0 -0.134898
0.2 0.02 0 0 0 -0.0885686
0.22 0.02 0 0 0 -0.0253083
0.24 0.02 0 0 0 0.0559856
0.26 0.02 0 0 0 0.156845
0.28 0.02 0 0 0 0.278758
0.3 0.02 0 0 0 0.422679
0.32 0.02 0 0 0 0.588595
0.34 0.02 0 0 0 0.775167
0.36 0.02 0 0 0 0.979447
0.38 0.02 0 0 0 1.19669
0.4 0.02 0 0 0 1.42026
0.42 0.02 0 0 0 1.64173
0.44 0.02 0 0 0 1.8511
0.46 0.02 0 0 0 2.0372
0.48 0.02 0 0 0 2.18837
