Title=" Lid Driven Flow"
VARIABLES="time","err1","err2"
ZONE T= "BOX", I= 257, J=257, F=POINT
0 0 -3.37758
0.02 -1.71793e-05 -3.32553
0.04 -2.03209e-05 -3.2514
0.06 -2.14233e-05 -3.1759
0.08 -2.18468e-05 -3.10125
0.1 -2.1962e-05 -3.02803
0.12 -2.19123e-05 -2.95642
0.14 -2.17655e-05 -2.88647
0.16 -2.15578e-05 -2.81821
0.18 -2.13104e-05 -2.7516
0.2 -2.10366e-05 -2.68664
0.22 -2.0745e-05 -2.62329
0.24 -2.04416e-05 -2.56151
0.26 -2.01306e-05 -2.50126
0.28 -1.9815e-05 -2.44252
0.3 -1.9497e-05 -2.38524
0.32 -1.91783e-05 -2.32938
0.34 -1.88602e-05 -2.27492
0.36 -1.85436e-05 -2.22181
0.38 -1.82293e-05 -2.17001
0.4 -1.79179e-05 -2.11951
0.42 -1.76098e-05 -2.07025
0.44 -1.73053e-05 -2.02221
0.46 -1.70049e-05 -1.97536
0.48 -1.67085e-05 -1.92966
0.5 -1.64165e-05 -1.88508
0.52 -1.6129e-05 -1.8416
0.54 -1.58459e-05 -1.79918
0.56 -1.55674e-05 -1.75781
0.58 -1.52935e-05 -1.71744
0.6 -1.50242e-05 -1.67805
0.62 -1.47595e-05 -1.63963
0.64 -1.44994e-05 -1.60214
0.66 -1.42439e-05 -1.56555
0.68 -1.3993e-05 -1.52985
0.7 -1.37465e-05 -1.49501
0.72 -1.35045e-05 -1.46101
0.74 -1.32669e-05 -1.42783
0.76 -1.30337e-05 -1.39544
0.78 -1.28048e-05 -1.36383
0.8 -1.25801e-05 -1.33298
0.82 -1.23596e-05 -1.30286
0.84 -1.21432e-05 -1.27346
0.86 -1.19308e-05 -1.24475
0.88 -1.17224e-05 -1.21673
0.9 -1.1518e-05 -1.18937
0.92 -1.13174e-05 -1.16266
0.94 -1.11206e-05 -1.13657
0.96 -1.09275e-05 -1.1111
0.98 -1.0738e-05 -1.08623
1 -1.05522e-05 -1.06194
1.02 -1.03698e-05 -1.03822
1.04 -1.01909e-05 -1.01505
1.06 -1.00154e-05 -0.992425
1.08 -9.84326e-06 -0.970323
1.1 -9.67436e-06 -0.948735
1.12 -9.50866e-06 -0.927647
1.14 -9.3461e-06 -0.907047
1.16 -9.18662e-06 -0.886922
1.18 -9.03016e-06 -0.867261
1.2 -8.87667e-06 -0.848053
1.22 -8.72608e-06 -0.829285
1.24 -8.57835e-06 -0.810948
1.26 -8.4334e-06 -0.79303
1.28 -8.29119e-06 -0.775521
1.3 -8.15167e-06 -0.758412
1.32 -8.01478e-06 -0.741691
1.34 -7.88047e-06 -0.725351
1.36 -7.74868e-06 -0.709381
1.38 -7.61938e-06 -0.693773
1.4 -7.4925e-06 -0.678518
1.42 -7.36801e-06 -0.663607
1.44 -7.24585e-06 -0.649032
1.46 -7.12598e-06 -0.634784
1.48 -7.00835e-06 -0.620857
1.5 -6.89291e-06 -0.607242
1.52 -6.77963e-06 -0.593931
1.54 -6.66847e-06 -0.580918
1.56 -6.55937e-06 -0.568195
1.58 -6.4523e-06 -0.555756
1.6 -6.34722e-06 -0.543593
1.62 -6.24408e-06 -0.531701
1.64 -6.14286e-06 -0.520072
1.66 -6.0435e-06 -0.508701
1.68 -5.94599e-06 -0.497581
1.7 -5.85027e-06 -0.486706
1.72 -5.75631e-06 -0.476072
1.74 -5.66408e-06 -0.465671
1.76 -5.57354e-06 -0.455499
1.78 -5.48466e-06 -0.44555
1.8 -5.39742e-06 -0.43582
1.82 -5.31176e-06 -0.426302
1.84 -5.22767e-06 -0.416993
1.86 -5.14511e-06 -0.407886
1.88 -5.06405e-06 -0.398979
1.9 -4.98447e-06 -0.390265
1.92 -4.90633e-06 -0.381741
1.94 -4.82961e-06 -0.373401
1.96 -4.75427e-06 -0.365243
1.98 -4.68029e-06 -0.357262
2 -4.60765e-06 -0.349453
2.02 -4.53631e-06 -0.341813
2.04 -4.46626e-06 -0.334338
2.06 -4.39747e-06 -0.327024
2.08 -4.3299e-06 -0.319867
2.1 -4.26355e-06 -0.312865
2.12 -4.19838e-06 -0.306013
2.14 -4.13437e-06 -0.299308
2.16 -4.0715e-06 -0.292747
2.18 -4.00975e-06 -0.286326
2.2 -3.9491e-06 -0.280043
2.22 -3.88952e-06 -0.273894
2.24 -3.83099e-06 -0.267876
2.26 -3.7735e-06 -0.261987
2.28 -3.71702e-06 -0.256223
2.3 -3.66153e-06 -0.250582
2.32 -3.60702e-06 -0.245061
2.34 -3.55346e-06 -0.239657
2.36 -3.50084e-06 -0.234368
2.38 -3.44915e-06 -0.229191
2.4 -3.39835e-06 -0.224123
2.42 -3.34844e-06 -0.219163
2.44 -3.2994e-06 -0.214308
2.46 -3.2512e-06 -0.209556
2.48 -3.20385e-06 -0.204903
2.5 -3.15731e-06 -0.200349
2.52 -3.11158e-06 -0.195891
2.54 -3.06663e-06 -0.191527
2.56 -3.02246e-06 -0.187255
2.58 -2.97905e-06 -0.183072
2.6 -2.93638e-06 -0.178978
2.62 -2.89444e-06 -0.174969
2.64 -2.85322e-06 -0.171045
2.66 -2.8127e-06 -0.167203
2.68 -2.77288e-06 -0.163441
2.7 -2.73373e-06 -0.159758
2.72 -2.69524e-06 -0.156152
2.74 -2.65741e-06 -0.152622
2.76 -2.62021e-06 -0.149165
2.78 -2.58365e-06 -0.145781
2.8 -2.5477e-06 -0.142467
2.82 -2.51235e-06 -0.139223
2.84 -2.4776e-06 -0.136046
2.86 -2.44343e-06 -0.132935
2.88 -2.40983e-06 -0.129889
2.9 -2.37679e-06 -0.126906
2.92 -2.34431e-06 -0.123986
2.94 -2.31236e-06 -0.121126
2.96 -2.28094e-06 -0.118326
2.98 -2.25005e-06 -0.115584
3 -2.21966e-06 -0.112899
3.02 -2.18978e-06 -0.110269
3.04 -2.16039e-06 -0.107695
3.06 -2.13148e-06 -0.105173
3.08 -2.10305e-06 -0.102704
3.1 -2.07509e-06 -0.100286
3.12 -2.04758e-06 -0.0979182
3.14 -2.02052e-06 -0.0955993
3.16 -1.9939e-06 -0.0933285
3.18 -1.96771e-06 -0.0911047
3.2 -1.94195e-06 -0.088927
3.22 -1.9166e-06 -0.0867942
3.24 -1.89167e-06 -0.0847056
3.26 -1.86714e-06 -0.0826602
3.28 -1.843e-06 -0.080657
3.3 -1.81925e-06 -0.0786953
3.32 -1.79588e-06 -0.076774
3.34 -1.77289e-06 -0.0748925
3.36 -1.75026e-06 -0.0730498
3.38 -1.72799e-06 -0.0712452
3.4 -1.70608e-06 -0.0694778
3.42 -1.68451e-06 -0.067747
3.44 -1.66329e-06 -0.0660518
3.46 -1.6424e-06 -0.0643917
3.48 -1.62185e-06 -0.0627658
3.5 -1.60161e-06 -0.0611734
3.52 -1.5817e-06 -0.059614
3.54 -1.56209e-06 -0.0580867
3.56 -1.5428e-06 -0.0565909
3.58 -1.5238e-06 -0.055126
3.6 -1.5051e-06 -0.0536913
3.62 -1.48669e-06 -0.0522862
3.64 -1.46857e-06 -0.0509101
3.66 -1.45073e-06 -0.0495624
3.68 -1.43316e-06 -0.0482425
3.7 -1.41586e-06 -0.0469498
3.72 -1.39884e-06 -0.0456839
3.74 -1.38207e-06 -0.044444
3.76 -1.36556e-06 -0.0432298
3.78 -1.3493e-06 -0.0420406
3.8 -1.33329e-06 -0.040876
3.82 -1.31752e-06 -0.0397355
3.84 -1.30199e-06 -0.0386185
3.86 -1.2867e-06 -0.0375246
3.88 -1.27164e-06 -0.0364533
3.9 -1.2568e-06 -0.0354042
3.92 -1.24219e-06 -0.0343767
3.94 -1.2278e-06 -0.0333705
3.96 -1.21363e-06 -0.0323851
3.98 -1.19966e-06 -0.0314202
4 -1.18591e-06 -0.0304752
4.02 -1.17236e-06 -0.0295497
4.04 -1.15901e-06 -0.0286435
4.06 -1.14586e-06 -0.027756
4.08 -1.1329e-06 -0.026887
4.1 -1.12014e-06 -0.0260359
4.12 -1.10756e-06 -0.0252025
4.14 -1.09516e-06 -0.0243865
4.16 -1.08295e-06 -0.0235874
4.18 -1.07092e-06 -0.0228049
4.2 -1.05906e-06 -0.0220387
4.22 -1.04738e-06 -0.0212884
4.24 -1.03586e-06 -0.0205537
4.26 -1.02451e-06 -0.0198344
4.28 -1.01333e-06 -0.01913
4.3 -1.0023e-06 -0.0184403
4.32 -9.91437e-07 -0.0177651
4.34 -9.80727e-07 -0.0171039
4.36 -9.7017e-07 -0.0164565
4.38 -9.59764e-07 -0.0158227
4.4 -9.49506e-07 -0.0152022
4.42 -9.39394e-07 -0.0145947
4.44 -9.29424e-07 -0.0139999
4.46 -9.19596e-07 -0.0134175
4.48 -9.09906e-07 -0.0128475
4.5 -9.00353e-07 -0.0122894
4.52 -8.90933e-07 -0.011743
4.54 -8.81646e-07 -0.0112081
4.56 -8.72488e-07 -0.0106845
4.58 -8.63457e-07 -0.010172
4.6 -8.54552e-07 -0.00967029
4.62 -8.4577e-07 -0.00917919
4.64 -8.37109e-07 -0.00869848
4.66 -8.28568e-07 -0.00822795
4.68 -8.20144e-07 -0.00776741
4.7 -8.11836e-07 -0.00731664
4.72 -8.03641e-07 -0.00687546
4.74 -7.95558e-07 -0.00644367
4.76 -7.87585e-07 -0.00602109
4.78 -7.7972e-07 -0.00560752
4.8 -7.71962e-07 -0.00520279
4.82 -7.64308e-07 -0.00480672
4.84 -7.56757e-07 -0.00441914
4.86 -7.49308e-07 -0.00403987
4.88 -7.41959e-07 -0.00366875
4.9 -7.34707e-07 -0.00330563
4.92 -7.27553e-07 -0.00295032
4.94 -7.20493e-07 -0.00260269
4.96 -7.13527e-07 -0.00226257
4.98 -7.06653e-07 -0.00192982
5 -6.9987e-07 -0.00160429
5.02 -6.93175e-07 -0.00128583
5.04 -6.86569e-07 -0.000974309
5.06 -6.80049e-07 -0.000669577
5.08 -6.73614e-07 -0.000371503
5.1 -6.67263e-07 -7.99541e-05
5.12 -6.60994e-07 0.000205201
5.14 -6.54806e-07 0.00048409
5.16 -6.48698e-07 0.000756838
5.18 -6.42668e-07 0.00102357
5.2 -6.36716e-07 0.0012844
5.22 -6.3084e-07 0.00153945
5.24 -6.25039e-07 0.00178884
5.26 -6.19312e-07 0.00203267
5.28 -6.13658e-07 0.00227107
5.3 -6.08075e-07 0.00250414
5.32 -6.02562e-07 0.00273197
5.34 -5.97119e-07 0.00295469
5.36 -5.91744e-07 0.00317239
5.38 -5.86437e-07 0.00338518
5.4 -5.81195e-07 0.00359314
5.42 -5.76019e-07 0.00379638
5.44 -5.70908e-07 0.00399499
5.46 -5.65859e-07 0.00418907
5.48 -5.60873e-07 0.0043787
5.5 -5.55948e-07 0.00456397
5.52 -5.51083e-07 0.00474497
5.54 -5.46278e-07 0.00492179
5.56 -5.41532e-07 0.0050945
5.58 -5.36843e-07 0.0052632
5.6 -5.32211e-07 0.00542796
5.62 -5.27636e-07 0.00558886
5.64 -5.23115e-07 0.00574597
5.66 -5.18649e-07 0.00589938
5.68 -5.14236e-07 0.00604916
5.7 -5.09877e-07 0.00619538
5.72 -5.05569e-07 0.0063381
5.74 -5.01312e-07 0.00647741
5.76 -4.97106e-07 0.00661337
5.78 -4.9295e-07 0.00674604
5.8 -4.88842e-07 0.0068755
5.82 -4.84783e-07 0.0070018
5.84 -4.80771e-07 0.00712501
5.86 -4.76807e-07 0.00724519
5.88 -4.72888e-07 0.0073624
5.9 -4.69015e-07 0.00747671
5.92 -4.65187e-07 0.00758816
5.94 -4.61403e-07 0.00769683
5.96 -4.57663e-07 0.00780275
5.98 -4.53965e-07 0.00790599
6 -4.5031e-07 0.00800661
6.02 -4.46697e-07 0.00810465
6.04 -4.43125e-07 0.00820016
6.06 -4.39593e-07 0.0082932
6.08 -4.36102e-07 0.00838382
6.1 -4.32649e-07 0.00847206
6.12 -4.29236e-07 0.00855798
